,ID_Sample,Sample Name,ID_Analyses,geographic location (longitude),"geographic location (country and/or sea,region)",environment (biome),environment (feature),environment (material),environmental package,elevation,geographic location (latitude),instrument model,ENA checklist,last update date,host,host scientific name
121,ERS1300745,Bulk soil W1514 MS00116,MGYA00261757,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
122,ERS1300746,Bulk soil W1514 MS00117,MGYA00261758,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
123,ERS1300747,Bulk soil W1514 MS00118,MGYA00261759,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
124,ERS1300748,Bulk soil W1514 MS00119,MGYA00261760,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
125,ERS1300749,Bulk soil W1514 MS00120,MGYA00261761,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
126,ERS1300750,Bulk soil W1514 MS00121,MGYA00261762,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
127,ERS1300751,Bulk soil Nipponbare MS00122,MGYA00261763,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
128,ERS1300752,Bulk soil Nipponbare MS00123,MGYA00261764,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
129,ERS1300753,Bulk soil Nipponbare MS00124,MGYA00261765,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
130,ERS1300754,Bulk soil Nipponbare MS00125,MGYA00261766,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
131,ERS1300755,Bulk soil Nipponbare MS00126,MGYA00261767,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
132,ERS1300756,Bulk soil Nipponbare MS00127,MGYA00261768,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
133,ERS1300757,Bulk soil Nipponbare MS00128,MGYA00261769,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
134,ERS1300758,Bulk soil Nipponbare MS00129,MGYA00261770,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
135,ERS1300759,Bulk soil Nipponbare MS00130,MGYA00261771,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
136,ERS1300760,Bulk soil Nipponbare MS00131,MGYA00261772,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
137,ERS1300761,Bulk soil Nipponbare MS00132,MGYA00261773,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
138,ERS1300762,Bulk soil Nipponbare MS00133,MGYA00261774,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
139,ERS1300763,Bulk soil Nipponbare MS00134,MGYA00261775,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
140,ERS1300764,Bulk soil Nipponbare MS00135,MGYA00261776,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
141,ERS1300765,Bulk soil Nipponbare MS00136,MGYA00261777,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
142,ERS1300766,Bulk soil Nipponbare MS00137,MGYA00261778,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
143,ERS1300767,Bulk soil Nipponbare MS00138,MGYA00261779,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
144,ERS1300768,Bulk soil Nipponbare MS00139,MGYA00261780,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
145,ERS1300769,Bulk soil Nipponbare MS00140,MGYA00261781,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
146,ERS1300770,Bulk soil Nipponbare MS00141,MGYA00261782,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
147,ERS1300771,Bulk soil 93-11 MS00142,MGYA00261783,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
148,ERS1300772,Bulk soil 93-11 MS00143,MGYA00261784,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
149,ERS1300773,Bulk soil 93-11 MS00144,MGYA00261785,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
150,ERS1300774,Bulk soil 93-11 MS00145,MGYA00261786,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
151,ERS1300775,Bulk soil 93-11 MS00146,MGYA00261787,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
152,ERS1300776,Bulk soil 93-11 MS00147,MGYA00261788,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
153,ERS1300777,Bulk soil 93-11 MS00148,MGYA00261789,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
154,ERS1300778,Bulk soil 93-11 MS00149,MGYA00261790,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
155,ERS1300779,Bulk soil 93-11 MS00150,MGYA00261791,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
156,ERS1300780,Bulk soil 93-11 MS00151,MGYA00261792,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
157,ERS1300781,Bulk soil kasalath MS00152,MGYA00261793,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
158,ERS1300782,Bulk soil kasalath MS00153,MGYA00261794,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
159,ERS1300783,Bulk soil kasalath MS00154,MGYA00261795,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
160,ERS1300784,Bulk soil kasalath MS00155,MGYA00261796,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
161,ERS1300785,Bulk soil kasalath MS00156,MGYA00261797,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
162,ERS1300786,Bulk soil kasalath MS00157,MGYA00261798,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
163,ERS1300787,Bulk soil kasalath MS00158,MGYA00261799,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
164,ERS1300788,Bulk soil kasalath MS00159,MGYA00261800,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
165,ERS1300789,Bulk soil kasalath MS00160,MGYA00261801,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
166,ERS1300790,Bulk soil kasalath MS00161,MGYA00261802,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
167,ERS1300791,Bulk soil W106 MS00162,MGYA00261803,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
168,ERS1300792,Bulk soil W106 MS00163,MGYA00261804,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
169,ERS1300793,Bulk soil W106 MS00164,MGYA00261805,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
170,ERS1300794,Bulk soil W106 MS00165,MGYA00261806,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
171,ERS1300795,Bulk soil W106 MS00166,MGYA00261807,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
172,ERS1300796,Bulk soil W106 MS00167,MGYA00261808,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
173,ERS1300797,Bulk soil W106 MS00168,MGYA00261809,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
174,ERS1300798,Bulk soil W106 MS00169,MGYA00261810,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
175,ERS1300799,Bulk soil W106 MS00170,MGYA00261811,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
176,ERS1300800,Bulk soil W106 MS00171,MGYA00261812,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
177,ERS1300801,Bulk soil W1514 MS00172,MGYA00261813,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
178,ERS1300802,Bulk soil W1514 MS00173,MGYA00261814,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
179,ERS1300803,Bulk soil W1514 MS00174,MGYA00261815,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
180,ERS1300804,Bulk soil W1514 MS00175,MGYA00261816,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
181,ERS1300805,Bulk soil W1514 MS00176,MGYA00261817,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
182,ERS1300806,Bulk soil W1514 MS00177,MGYA00261818,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
183,ERS1300807,Bulk soil W1514 MS00178,MGYA00261819,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
184,ERS1300808,Bulk soil W1514 MS00179,MGYA00261820,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
185,ERS1300809,Bulk soil W1514 MS00180,MGYA00261821,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
186,ERS1300810,Bulk soil W1514 MS00181,MGYA00261822,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
187,ERS1300811,Bulk soil Nipponbare MS00182,MGYA00261823,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
188,ERS1300812,Bulk soil Nipponbare MS00183,MGYA00261824,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
189,ERS1300813,Bulk soil Nipponbare MS00184,MGYA00261825,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
190,ERS1300814,Bulk soil Nipponbare MS00185,MGYA00261826,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
191,ERS1300815,Bulk soil Nipponbare MS00186,MGYA00261827,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
192,ERS1300816,Bulk soil Nipponbare MS00187,MGYA00261828,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
193,ERS1300817,Bulk soil Nipponbare MS00188,MGYA00261829,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
194,ERS1300818,Bulk soil Nipponbare MS00189,MGYA00261830,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
195,ERS1300819,Bulk soil Nipponbare MS00190,MGYA00261831,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
196,ERS1300820,Bulk soil Nipponbare MS00191,MGYA00261832,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
197,ERS1300821,Bulk soil Nipponbare MS00192,MGYA00261833,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
198,ERS1300822,Bulk soil Nipponbare MS00193,MGYA00261834,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
199,ERS1300823,Bulk soil Nipponbare MS00194,MGYA00261835,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
200,ERS1300824,Bulk soil Nipponbare MS00195,MGYA00261836,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
201,ERS1300825,Bulk soil Nipponbare MS00196,MGYA00261837,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
202,ERS1300826,Bulk soil Nipponbare MS00197,MGYA00261838,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
203,ERS1300827,Bulk soil Nipponbare MS00198,MGYA00261839,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
204,ERS1300828,Bulk soil Nipponbare MS00199,MGYA00261840,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
205,ERS1300829,Bulk soil Nipponbare MS00200,MGYA00261841,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
206,ERS1300830,Bulk soil Nipponbare MS00201,MGYA00261842,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
207,ERS1300831,Bulk soil 93-11 MS00202,MGYA00261843,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
208,ERS1300832,Bulk soil 93-11 MS00203,MGYA00261844,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
209,ERS1300833,Bulk soil 93-11 MS00204,MGYA00261845,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
210,ERS1300834,Bulk soil 93-11 MS00205,MGYA00261846,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
211,ERS1300835,Bulk soil 93-11 MS00206,MGYA00261847,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
212,ERS1300836,Bulk soil 93-11 MS00207,MGYA00261848,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
213,ERS1300837,Bulk soil 93-11 MS00208,MGYA00261849,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
214,ERS1300838,Bulk soil 93-11 MS00209,MGYA00261850,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
215,ERS1300839,Bulk soil 93-11 MS00210,MGYA00261851,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
216,ERS1300840,Bulk soil 93-11 MS00211,MGYA00261852,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
217,ERS1300841,Bulk soil kasalath MS00212,MGYA00261853,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
218,ERS1300842,Bulk soil kasalath MS00213,MGYA00261854,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
219,ERS1300843,Bulk soil kasalath MS00214,MGYA00261855,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
220,ERS1300844,Bulk soil kasalath MS00215,MGYA00261856,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
221,ERS1300845,Bulk soil kasalath MS00216,MGYA00261857,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
222,ERS1300846,Bulk soil kasalath MS00217,MGYA00261858,138.937,Japan;GAZ:Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
223,ERS1300847,Bulk soil kasalath MS00218,MGYA00261859,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
224,ERS1300848,Bulk soil kasalath MS00219,MGYA00261860,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
225,ERS1300849,Bulk soil kasalath MS00220,MGYA00261861,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
226,ERS1300850,Bulk soil kasalath MS00221,MGYA00261862,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
227,ERS1300851,Bulk soil W106 MS00222,MGYA00261863,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
228,ERS1300852,Bulk soil W106 MS00223,MGYA00261864,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
229,ERS1300853,Bulk soil W106 MS00224,MGYA00261865,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
230,ERS1300854,Bulk soil W106 MS00225,MGYA00261866,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
231,ERS1300855,Bulk soil W106 MS00226,MGYA00261867,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
232,ERS1300856,Bulk soil W106 MS00227,MGYA00261868,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
233,ERS1300857,Bulk soil W106 MS00228,MGYA00261869,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
234,ERS1300858,Bulk soil W106 MS00229,MGYA00261870,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
235,ERS1300859,Bulk soil W106 MS00230,MGYA00261871,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
236,ERS1300860,Bulk soil W106 MS00231,MGYA00261872,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
237,ERS1300861,Bulk soil W1514 MS00232,MGYA00261873,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
238,ERS1300862,Bulk soil W1514 MS00233,MGYA00261874,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
239,ERS1300863,Bulk soil W1514 MS00234,MGYA00261875,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
240,ERS1300864,Bulk soil W1514 MS00235,MGYA00261876,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
241,ERS1300865,Bulk soil W1514 MS00236,MGYA00261877,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
242,ERS1300866,Bulk soil W1514 MS00237,MGYA00261878,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
243,ERS1300867,Bulk soil W1514 MS00238,MGYA00261879,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
